language,rps,200,408,502,503
go,10000,3876151,0,0,93158
go,16000,14348750,0,0,947652
python,10000,2581009,0,0,400695
quarkus,10000,1881089,0,0,675306
rust,10000,4428014,0,0,0
rust,16000,14086842,5405,1238,1222748
ts,10000,3959434,0,3823,200926
ts,16000,13346051,173,1124,858333
