language,rps,200,408,502,503
go,10000,97.65,0.0,0.0,2.35
go,16000,93.8,0.0,0.0,6.2
python,10000,86.56,0.0,0.0,13.44
quarkus,10000,73.58,0.0,0.0,26.419999999999998
rust,10000,100.0,0.0,0.0,0.0
rust,16000,91.97,0.04,0.01,7.9799999999999995
ts,10000,95.08,0.0,0.09,4.83
ts,16000,93.95,0.0,0.01,6.04
