language,rps,200,408,502,503
go,10000,100.0,0.0,0.0,0.0
python,10000,45.94,0.0,0.01,54.05
quarkus,10000,76.79,0.0,0.0,23.21
rust,10000,43.64,0.0,0.0,56.36
springboot,10000,3.64,0.0,0.0,96.35000000000001
ts,10000,39.04,0.0,0.06999999999999999,60.89
