language,rps,Min,25%,Median,75%,Max,Std
go,1000,0.0,0.0,0.0,1.0,12.0,0.52
go,2000,0.0,0.0,0.0,1.0,53.0,1.32
go,3000,0.0,1.0,1.0,1.0,3174.0,173.5
